TS18_Team,TS18_GP,TS18_PTS,TS18_FG%,TS18_3P%,TS18_FT%,TS18_FGM,TS18_FGA,TS18_3PM,TS18_3PA,TS18_FTM,TS18_FTA,TeamID
Northern Iowa,32,2056,0.42,0.335,0.721,720,1714,229,684,387,537,92
Santa Clara,31,2048,0.429,0.34,0.725,718,1674,232,682,380,524,9
IUPUI,30,2047,0.424,0.355,0.665,731,1723,213,600,372,559,113
Morehead State,29,2043,0.43,0.32299999999999995,0.701,712,1655,204,631,415,592,158
Little Rock,32,2038,0.42700000000000005,0.321,0.61,750,1755,200,623,338,554,86
Delaware State,32,2034,0.41700000000000004,0.325,0.6940000000000001,742,1781,192,591,358,516,308
South Florida,32,2026,0.418,0.361,0.723,707,1690,207,573,405,560,319
UC Riverside,31,2024,0.402,0.31,0.7020000000000001,716,1779,185,597,407,580,154
Western Illinois,28,2012,0.466,0.35700000000000004,0.715,749,1607,188,527,326,456,249
UCF,32,2007,0.424,0.32899999999999996,0.6409999999999999,690,1627,177,538,450,702,296
Tennessee State,30,1997,0.425,0.335,0.7390000000000001,669,1574,223,665,436,590,56
East Carolina,30,1993,0.43,0.305,0.6659999999999999,741,1723,182,597,329,494,244
Maryland-Eastern Shore,32,1992,0.385,0.284,0.675,710,1844,206,725,366,542,333
Jackson State,32,1991,0.37200000000000005,0.32899999999999996,0.654,714,1921,238,724,325,497,294
Pittsburgh,32,1985,0.405,0.325,0.695,678,1673,258,795,371,534,274
CSU Northridge,30,1983,0.433,0.36200000000000004,0.708,731,1689,186,514,335,473,29
CSU Bakersfield,30,1981,0.418,0.302,0.6940000000000001,697,1668,185,612,402,579,121
Incarnate Word,28,1978,0.428,0.337,0.746,671,1566,166,493,470,630,322
San José St,30,1974,0.436,0.36700000000000005,0.6920000000000001,705,1618,178,485,386,558,174
Holy Cross,31,1972,0.461,0.326,0.69,724,1569,203,623,321,465,191
Texas A&M-CC,29,1963,0.435,0.341,0.716,691,1589,149,437,432,603,276
American,30,1961,0.43200000000000005,0.337,0.664,698,1615,239,709,326,491,257
VMI,30,1954,0.39799999999999996,0.32,0.74,688,1729,225,704,353,477,51
Coppin State,32,1945,0.36,0.305,0.736,657,1824,265,869,366,497,200
Fordham,31,1931,0.41200000000000003,0.28800000000000003,0.708,692,1680,227,787,320,452,338
Alabama A&M,31,1873,0.397,0.303,0.647,673,1696,182,601,345,533,342
Northwestern State,29,1868,0.41200000000000003,0.27899999999999997,0.611,692,1678,125,448,359,588,309
Dartmouth,27,1841,0.44799999999999995,0.359,0.7140000000000001,651,1454,200,557,339,475,350
