TS20_Team,TS20_GP,TS20_PTS,TS20_FG%,TS20_3P%,TS20_FT%,TS20_FGM,TS20_FGA,TS20_3PM,TS20_3PA,TS20_FTM,TS20_FTA,TeamID
Florida Gulf Coast,32,1979,0.41,0.314,0.6890000000000001,731,1782,233,741,284,412,245
Mississippi Valley State,29,1967,0.366,0.292,0.64,721,1969,239,819,286,447,345
Alabama State,32,1965,0.387,0.303,0.622,683,1763,208,687,391,629,336
Central Connecticut,31,1959,0.39799999999999996,0.35700000000000004,0.6759999999999999,705,1772,200,560,349,516,283
Merrimack,31,1948,0.419,0.33899999999999997,0.6809999999999999,705,1682,247,728,291,427,226
South Florida,31,1943,0.406,0.309,0.65,672,1654,196,635,403,620,319
Western Michigan,29,1943,0.41600000000000004,0.32799999999999996,0.715,672,1615,203,619,396,554,332
Western Illinois,26,1934,0.426,0.369,0.7829999999999999,710,1667,226,612,288,368,249
Princeton,27,1931,0.46299999999999997,0.35700000000000004,0.7340000000000001,695,1501,235,659,306,417,348
Manhattan,31,1924,0.396,0.309,0.621,676,1708,210,679,362,583,347
Charlotte,29,1922,0.45299999999999996,0.34,0.703,671,1480,185,544,395,562,312
Navy,30,1908,0.409,0.301,0.6920000000000001,673,1647,194,644,368,532,329
Maine,31,1904,0.40700000000000003,0.281,0.711,689,1693,206,732,320,450,300
NJIT,30,1904,0.40299999999999997,0.302,0.6809999999999999,688,1709,172,569,356,523,303
Sacramento State,30,1895,0.415,0.322,0.7190000000000001,685,1650,151,469,374,520,341
Texas A&M,30,1894,0.40399999999999997,0.294,0.6779999999999999,634,1570,189,643,437,645,343
Fairfield,32,1857,0.39,0.284,0.695,651,1669,138,486,417,600,331
Alabama A&M,30,1845,0.38,0.281,0.6709999999999999,656,1727,154,548,379,565,342
Maryland-Eastern Shore,32,1841,0.36200000000000004,0.251,0.632,676,1869,187,745,302,478,333
UL Monroe,29,1831,0.42,0.33399999999999996,0.682,653,1556,180,539,345,506,327
Florida A&M,27,1824,0.42,0.284,0.635,664,1582,107,377,389,613,340
Cornell,27,1818,0.44,0.325,0.6990000000000001,669,1519,194,597,286,409,352
Fordham,31,1816,0.384,0.318,0.662,646,1683,223,702,301,455,338
Marist,30,1816,0.391,0.341,0.648,639,1634,223,654,315,486,339
Brown,27,1809,0.397,0.305,0.73,626,1576,183,600,374,512,346
Dartmouth,28,1786,0.434,0.311,0.675,659,1518,188,604,280,415,350
Chicago State,29,1781,0.41200000000000003,0.32,0.721,596,1446,162,507,427,592,147
Virginia,30,1711,0.413,0.304,0.7170000000000001,626,1515,170,560,289,403,349
Kennesaw State,29,1602,0.354,0.248,0.7040000000000001,560,1580,121,488,361,513,337
Arkansas-Pine Bluff,29,1569,0.397,0.271,0.588,571,1437,112,414,315,536,353
